"","post_id","type","timestamp","caption","hashtags","n_hashtags","is_video","video_views","n_likes","n_comments","n_uniq_commenters"
"186","ig186","GraphImage",2020-07-01 18:29:17,"Halo, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>TechUpdate hadir kembali secara online!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Bersama Emmiryzan selaku Public Policy and Government Relations Lead dari @tokopedia dan Mario Lasut, CMO @finansialku_com kita akan bincang-bincang dalam Techupdate Vol.20 tentang “UMKM Digital: Teknologi sebagai Solusi Kesulitan Ekonomi Pandemi”.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Menurut Gubernur Ridwan Kamil sendiri, sekitar 37 ribu Usaha Mikro, Kecil, dan Menengah (UMKM) di Jabar telah terdampak pandemi. Melalui TechUpdate, kita akan kupas tuntas bagaimana #UMKM dapat memanfaatkan teknologi untuk menyiasati peluang usaha di era Adaptasi Kebiasaan Baru. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Webinar ini akan diadakan via ZOOM. Catat tanggalnya, ya!<U+2063><U+2063><U+2063><U+2063><U+2063>Jumat, 3 Juli 2020<U+2063><U+2063><U+2063>Pukul 15:30 - 17:00 WIB.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Peserta yang hadir akan mendapatkan e-certificate juga lho! Segera daftarkan dirimu karena tempat terbatas, melalui: bit.ly/TUV20TIKET<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Sampai bertemu Jumat ini!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabardigitalservice #techupdate #civictech #umkm #webinarumkm #webinarteknologi #webinar #webinargratis #umkmjabar","webinargratis, umkm, UMKM, webinarteknologi, umkmjabar, civictech, techupdate, webinar, webinarumkm, jabardigitalservice",10,FALSE,NA,151,7,4
"187","ig187","GraphVideo",2020-06-30 19:30:56,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Tak hanya di masa pandemi, pertanian dan pangan adalah kebutuhan primer bagi manusia. Untuk memaksimalkan ketahanan pangan, Pemprov Jabar kini tengah memperkokoh sektor pertanian dengan memanfaatkan teknologi digital.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Jabar Digital Service berkesempatan bertemu Ujang Margana, seorang petani bawang merah di salah satu #desadigital, Desa Mekarmanik-Cimenyan. Ujang yang baru berusia 27 tahun ini mampu mengontrol dan melakukan otomatisasi penyiraman di lahan sawahnya dengan memanfaatkan teknologi dari @habibi_garden. Sempat khawatir akan produktivitas bawang merah selama pandemi, Ujang justru mampu menstabilkan daya produksi dan meningkatkan hasil panennya hingga 15 ton per hektar.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Simak cerita Ujang dalam memanfaatkan teknologi untuk menggarap lahannya di tengah pandemi pada video di atas!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>@ridwankamil @diskominfojabar @jabarprovgoid @humas_jabar @dpmdesajabar<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#pertanian #desadigital #jabartanggapcovid19<U+2063>","pertanian, jabartanggapcovid19, desadigital",3,TRUE,1327,68,3,3
"188","ig188","GraphSidecar",2020-06-30 15:33:26,"Percepatan digitalisasi di sektor publik perlu diwujudkan untuk menjaga kesejahteraan masyarakat. Di tengah kesulitan masa pandemi, bukan hanya pemerintah yang terbantu karena adanya ekosistem digital Sapawarga, tapi juga warga Jabar yang merasakannya. Proses penyelenggaraan jaring pengaman sosial terbukti lebih efektif melalui bantuan teknologi. Birokrasi disederhanakan agar bantuan sosial lebih cepat dan tepat disalurkan. Ayo gunakan Sapawarga!<U+2063><U+2063>#Sapawarga #JaringPengamanSosial #BansosProvinsi #digitalisasi #layananpublik #civictech","BansosProvinsi, civictech, layananpublik, JaringPengamanSosial, digitalisasi, Sapawarga",6,FALSE,NA,64,0,0
"189","ig189","GraphVideo",2020-06-29 21:51:25,"Sobat JDS, siapa di sini yang mulai bersepeda saat pandemi? Yup, seperti yang kita tahu kalau peningkatan pesepeda di jalan meningkat di tengah PSBB dan memasuki AKB. Hal ini menjadi alternatif bagi orang-orang untuk menjaga kesehatan.<U+2063><U+2063>Selain merupakan olahraga yang sederhana dilakukan, sepeda juga bisa jadi alternatif transportasi untuk mobilitas seperti untuk berangkat kerja. <U+2063><U+2063>Jangan lupa untuk tetap waspada dan menerapkan protokol kesehatan ya, Sobat JDS!<U+2063><U+2063>#TrenBersepeda #NormalBaru #BikeToWork<U+2063>","TrenBersepeda, NormalBaru, BikeToWork",3,TRUE,576,62,0,0
"190","ig190","GraphVideo",2020-06-28 18:57:49,"Hari ini dunia terlihat berbeda. Untuk menghadapinya kita harus benar-benar siap dengan kebiasaan baru. Bersama-sama, sebagai sebuah komunitas masyarakat, kita dapat menemukan jalan dan mewujudkan harapan. Kita berada di sini bukan hanya untuk memulai kembali, lebih dari itu kita bersama saling menjaga satu sama lain dari pandemi.<U+2063><U+2063>@ridwankamil @humas_jabar @diskominfojabar @jabarprovgoid @dinkesjabar<U+2063>#AKB30 #NormalBaru #TheNewNormal<U+2063>","TheNewNormal, NormalBaru, AKB30",3,TRUE,369,50,2,2
"191","ig191","GraphSidecar",2020-06-26 20:47:37,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Badan Intelijen Negara (BIN) bersama Gugus Tugas Percepatan Penanggulangan COVID-19 Jawa Barat menyelenggarakan Tes Massal COVID-19 di Halaman Gedung Sate Kota Bandung selama tiga hari penuh, sejak Kamis hingga Sabtu (27/6) besok.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Sebanyak 40 tim medis dan dokter menangani pemeriksaan tes massal kali ini yang diperuntukkan bagi masyarakat umum. Pengetesan masal sendiri dibagi dalam dua tahap, yakni rapid tes, dan jika reaktif, maka akan dilanjutkan dengan tes swab yang dilakukan pada dua mobil tes PCR milik BIN. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabartanggapcovid19 #jabarsehatlahirbatin #badanintelijennegara<U+2063><U+2063>","badanintelijennegara, jabarsehatlahirbatin, jabartanggapcovid19",3,FALSE,NA,149,8,5
"192","ig192","GraphSidecar",2020-06-25 20:54:29,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Gubernur @ridwankamil mengajak Wargi Jabar untuk mulai bercocok tanam atau ‘urban farming’ dengan memanfaatkan lahan kosong di lingkungan rumah dan perkotaan. Menurut Kang Emil, ‘urban farming’ di tengah pandemi merupakan sebuah momentum. Tak hanya mampu mengisi waktu luang saat #dirumahaja, tapi juga memiliki nilai kebermanfaatan lainnya, seperti manfaat ekologi, ekonomi, dan edukasi.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>‘Urban farming’, bisa menjadi sarana belajar bercocok tanam bagi masyarakat perkotaan dengan mengkonversikan sekecil apapun lahan di rumah menjadi ladang perkebunan. Tak hanya untuk dikonsumsi sendiri, ‘urban farming’ bisa dimanfaatkan untuk mendapatkan penghasilan sampingan di tengah pandemi.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Ingin tahu lebih lanjut tips bercocok tanam di rumah? Simak informasi selengkapnya pada infografis 'urban farming' di atas!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#urbanfarming <U+2063><U+2063>#jabartanggapcovid #jabarsehatlahirbatin","urbanfarming, dirumahaja, jabarsehatlahirbatin, jabartanggapcovid",4,FALSE,NA,233,7,3
"193","ig193","GraphVideo",2020-06-24 20:07:08,"Sekarang, anak “nongkrong” bakalan sedih karena nggak cuma harus antri untuk ngafe karena tempat terbatas, tapi ternyata waktu ngafenya juga dibatasi. Sudah gitu harus selalu physical distancing. Sebenarnya aman gak sih ngafe di normal baru?<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Nah, di Digitalks kali ini @neamaryn dan @haritsfathoni ngobrolin gimana kafe mulai buka di normal baru. Mulai dari inovasi robot barista, aturan membuka kembali kafe dalam AKB30, sampai ngobrol bareng wargi yang kerja dan suka “nongkrong” di kafe. <U+2063><U+2063>Yuk, langsung dengerin aja Digitalks S02 Ep. 02 “Ngafe sekarang cuma boleh 60 menit?” di sini: bit.ly/digitalks2ep2<U+2063> atau ketik “DIGITALKS“ di kolom pencarian SPOTIFY-mu.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#Digitalks #AKB30 #NormalBaru #ngafe #ngopi <U+2063><U+2063><U+2063>","ngopi, ngafe, NormalBaru, Digitalks, AKB30",5,TRUE,433,34,0,0
"194","ig194","GraphSidecar",2020-06-24 19:26:18,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Kepala Diskominfo Jabar, Setiaji, ST, M.Si menerima kunjungan Wakil Ketua KPK, Nurul Ghufron di Jabar Command Center, Selasa (23/6).<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Bersama timnya, Nurul mengatakan bahwa kehadirannya di Jabar Command Center dalam rangka koordinasi, supervisi, dan penindakan terkait pelayanan publik terutama penanganan COVID-19 di Jawa Barat.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>""Terus terang kehadiran kami disini untuk mencari dan mengidentifikasi data terkait pelayanan publik seperti pajak, retribusi, hingga manajemen aset daerah. Kami juga memastikan program-program pemerintah dalam penganggulangan COVID-19 secara medis, sosial, maupun pemulihan ekonominya bisa tepat sasaran dan tidak ditumpangi kepentingan-kepentingan lain,"" paparnya.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Dalam kesempatan tersebut, Rizki Rusdiwijaya, Head of Data di Jabar Digital Service turut menjelaskan proses pembersihan data Bantuan Sosial Provinsi di Jawa Barat yang diapresiasi secara langsung oleh KPK. Pasalnya, terkait pembersihan data penanganan bansos ini dilakukan dengan memanfaatkan teknologi dan berdasarkan fenomena yang terjadi di lapangan.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>""Data Bansos Provinsi ini diolah dari data yang masuk di kota/kabupaten, Sapawarga, dan kanal-kanal lainnya. Bersama Disdukcapil Jabar yang memegang data kependudukan, dan Dinas Sosial Jabar sebagai domain expert di bansos, JDS melakukan pengolahan data by system. Kami menggunakan teknologi untuk mengolah berjuta-juta data dalam waktu yang cepat. Dengan begitu, harapannya kedepan penetapan dan penyaluran Bansos Tahap 2 bisa lebih baik dari sebelumnya,"" pungkasnya.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#KPK #jabarcommandcenter #pikobar #jabartanggapcovid19","pikobar, KPK, jabarcommandcenter, jabartanggapcovid19",4,FALSE,NA,225,3,3
"195","ig195","GraphVideo",2020-06-23 20:00:30,"Akhir-akhir ini, pasar tradisional berpotensi menjadi tempat penularan COVID-19. Mengunjungi pasar untuk berbelanja memenuhi kebutuhan sehari-hari, kini perlu lebih waspada. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Sebelum berangkat ke pasar tradisional, ada baiknya kita menyiapkan daftar belanjaan yang akan dibeli untuk mempersingkat waktu di pasar. Tak hanya itu, menerapkan protokol kesehatan seperti menggunakan masker, dan membawa hand sanitizer ke tempat publik juga perlu dilakukan.<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Ingin tahu lebih jauh tips aman belanja di pasar tradisional selama pandemi? Yuk, simak videonya di atas!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#jabardigitalservice #pasar #belanja #adaptasikebiasaanbaru<U+2063><U+2063><U+2063><U+2063><U+2063>","pasar, jabardigitalservice, adaptasikebiasaanbaru, belanja",4,TRUE,1438,84,6,6
"196","ig196","GraphImage",2020-06-23 18:00:18,"Sampurasun, Sobat JDS!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>GovInsider bekerja sama dengan Pemerintah Daerah Provinsi Jawa Barat untuk menjalankan GovInsider Live Indonesia. GovInsider Live Indonesia merupakan sebuah Digital Summit yang mengundang inovator-inovator dari berbagai belahan dunia untuk mendiskusikan pelayanan publik di abad ke-21. <U+2063><U+2063><U+2063><U+2063>Pemerintah Daerah Provinsi Jawa Barat akan diundang untuk membicarakan berbagai inovasi yang dilakukan saat ini di Jawa Barat.<U+2063><U+2063><U+2063><U+2063>Jangan lewatkan kesempatan untuk mengikuti sesi webinar GovInsider Live Indonesia dengan mendaftarkan diri pada link berikut http://govinsider.live/id <U+2063><U+2063><U+2063><U+2063>Jelajahi pula Jabar Command Centre melalui  360° Virtual Tour selama berlangsungnya perhelatan ini. <U+2063><U+2063>Kuota terbatas. Peserta terpilih akan mendapatkan undangan langsung dari GovInsider. <U+2063><U+2063><U+2063>#jabardigitalservice #govinsider #innovations","jabardigitalservice, govinsider, innovations",3,FALSE,NA,146,1,1
"197","ig197","GraphVideo",2020-06-22 21:19:55,"Seperti diketahui, beberapa cafe dan resto makanan tetap beroperasi selama pandemi sesuai jadwal yang ditentukan pada level kewaspadaan COVID-19 di Jawa Barat, dengan menerapkan protokol kesehatan untuk pegawai maupun pengunjung resto makanan. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Meski begitu, memasuki situasi new normal atau adaptasi kebiasaan baru (AKB), berkumpul bersama ataupun ‘nongkrong’ tetap perlu diantisipasi. Meskipun grafik kasus COVID-19 di Jawa Barat mulai menurun, jika AKB tidak diterapkan dengan baik, hal ini akan berpotensi menyebabkan gelombang baru pandemi. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Memesan makanan secara daring, ataupun menikmati ‘drive thru dine in’ seperti yang telah diterapkan di Bekasi adalah beberapa alternatif yang bisa menggantikan format ‘nongkrong’ selama pandemi. <U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>Yuk, simak video di atas untuk mengetahui lebih jauh bagaimana budaya ‘nongkrong’ turut adaptif selama new normal!<U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063><U+2063>#nongkrong #AKB30 #jabartanggapcovid19 #jabarsehatlahirbatin<U+2063><U+2063><U+2063><U+2063><U+2063>","nongkrong, jabarsehatlahirbatin, AKB30, jabartanggapcovid19",4,TRUE,1333,85,0,0
"198","ig198","GraphSidecar",2020-06-22 19:03:44,"Sampurasun, Sobat JDS! <U+2063><U+2063><U+2063><U+2063>Pasar tradisional masih menjadi rumah ekonomi bagi sebagian besar masyarakat di Indonesia. Meski begitu, potensi penularan COVID-19 perlu diantisipasi. Salah seorang epidemiologi bahkan mengatakan, potensi penularan di pasar akan sangat tinggi akibat kontak langsung antara pedagang dan pembeli yang berbeda-beda setiap harinya. <U+2063><U+2063><U+2063><U+2063>Meski menuai penolakan, penggalakkan Tes Masif COVID-19 oleh Pemerintah Daerah Provinsi Jawa Barat di pasar-pasar tradisional perlu diupayakan seiring dengan penerapan protokol kesehatan oleh pengelola maupun pengunjung pasar. Digitalisasi, kini turut menjadi solusi bagi manusia ekonomi (homo economicus) untuk mau mengubah pola berbelanja di pasar. <U+2063><U+2063><U+2063><U+2063>Baca artikel selengkapnya pada tautan berikut ini: http://medium.com/jabardigitalservice<U+2063><U+2063><U+2063><U+2063>#jabartanggapcovid #pasar #klastercovid19","pasar, klastercovid19, jabartanggapcovid",3,FALSE,NA,84,0,0
"199","ig199","GraphVideo",2020-06-21 13:20:07,"Halo Sobat JDS!<U+2063><U+2063>Jumat lalu (19/06), #TechUpdate vol. 19 kembali diselenggarakan lewat Zoom dan live streaming di Youtube. Dalam webinar bertajuk “Teknologi Digital: Mengatasi Keterbatasan di Tengah New Normal”, Adityo Trimurdani, Product Manager Pikobar di @jabardigitalservice, dan Head of Product @prixa.ai, Rosi Setyo berkesempatan sharing soal beradaptasi dengan situasi pandemi menggunakan teknologi.<U+2063><U+2063>Adityo bilang kalau Pikobar adalah inovasi digital yang lahir atas pendefinisian masalah untuk arus informasi saat pandemi berlangsung. Dengan adanya platform ini, wargi Jabar diharapkan berubah secara signifikan dari yang tadinya khawatir menjadi waspada karena teredukasi melalui Pikobar. Integrasi berbagai pihak dinilai menjadi kunci dari sebuah ekosistem digital dalam penanganan Covid-19 di Jawa Barat.<U+2063><U+2063>Sedangkan Rosi Setyo menyampaikan bahwa inovasi periksa mandiri menggunakan Artificial Intelligence dari Prixa.ai tujuannya adalah menyampaikan informasi yang kontekstual dan relevan kepada masyarakat sehingga mereka tahu apa yang harus dilakukan terhadap gejala yang dialaminya. Prixa merupakan platform telemedicine yang bekerja sama dengan Jabar Digital Service dan dapat diakses melalui aplikasi dan situs web Pikobar lewat fitur Periksa Mandiri.<U+2063><U+2063>Teknologi digital yang kita ciptakan bertujuan untuk terus bisa dimanfaatkan wargi dengan tetap meminimalisir kontak selama pandemi tetapi tidak ketinggalan informasi mengenai penanganan pandemi yang sedang berlangsung.Sobat JDS yang ketinggalan ikut #TUVol19, bisa tonton video selengkapnya di link berikut: www.youtube.com/watch?v=TLnHJMAz58w<U+2063>#TechUpdate #Webinar #EventBandung<U+2063>","TUVol19, TechUpdate, Webinar, EventBandung",4,TRUE,399,33,0,0
"200","ig200","GraphImage",2020-06-19 20:11:11,"Wargi Jabar, AKB bukanlah normal yang dulu. Restoran dan kafe mulai dibuka bukan berarti kamu bisa bercengkrama dengan teman berlama-lama, lebih baik kamu pesan dan tetap menikmatinya di rumah. Kantor-kantor mulai kembali dibuka aktivitasnya, bukan berarti tak menjaga jarak dan cuci tangan berkala. Menjalani kebiasaan baru di tengah pandemi dengan tetap menggunakan masker dan hindari keramaian.<U+2063><U+2063>AKB30 bukan cuma formalitas, tapi ujian bagi moralitas kita untuk menghargai kerja keras mereka yang melawan pandemi. Kalau bukan kamu yang menerapkan, siapa lagi?<U+2063><U+2063>#AKB30 #NormalBaru #AdaptasiKebiasaanBaru","NormalBaru, AKB30, AdaptasiKebiasaanBaru",3,FALSE,NA,62,0,0
"201","ig201","GraphSidecar",2020-06-18 18:00:45,"Sudah memasuki AKB, tetapi kenapa sekolah belum dibuka? <U+2063><U+2063>Tantangan kompleks di dunia pendidikan jadi fokus perhatian pemerintah saat ini. Kesiapan infrastruktur yang menunjang perlu disiapkan matang-matang demi berlangsungnya pendidikan dengan inovasi teknologi. Selain itu, kolaborasi antara pemerintah, guru, orang tua dan murid dibutuhkan untuk berjalannya pendidikan secara optimal saat pandemi berlangsung.<U+2063><U+2063>Baca selengkapnya di: medium.com/jabardigitalservice<U+2063><U+2063><U+2063>#DigiData #AKB30 #Pendidikan #sekolah #PJJ #edtech","DigiData, edtech, Pendidikan, PJJ, sekolah, AKB30",6,FALSE,NA,89,0,0
"202","ig202","GraphVideo",2020-06-17 22:03:41,"Pendidikan menjadi salah satu sektor yang paling terdampak akibat pandemi. Di Jawa Barat, sekolah menjadi yang paling diperhitungkan untuk berjalan normal kembali. Di sisi lain, kebijakan sistem belajar di tengah pandemi mempunyai tantangan tersendiri. Infrastruktur yang masih terbatas membuat pembelajaran di daerah-daerah tertinggal perlu diperhatikan lebih. Lalu bagaimana kebijakan pemerintah untuk sektor pendidikan di tengah pandemi saat normal baru?Simak videonya, ya!@humas_jabar @diskominfojabar @ridwankamil #DigiData #AKB30 #Pendidikan","Pendidikan, AKB30, DigiData",3,TRUE,1294,52,0,0
"203","ig203","GraphImage",2020-06-17 12:00:28,"Halo Sobat JDS, sudah lama, ya, tidak bertemu di event TechUpdate! Di tengah normal yang baru ini, TechUpdate volume 19 bakalan hadir lagi secara online. <U+2063><U+2063>Nah, di #TechUpdate online perdana ini, kita bakalan bincang-bincang bareng mengenai “Teknologi Digital: Mengatasi Keterbatasan di Tengah New Normal” bersama Adityo Trimurdani (Product Manager di Jabar Digital Service) dan Rosi Setyo Nugroho (Head of Product di @prixa.ai). <U+2063><U+2063>Dalam topik tersebut, kita akan mengetahui bagaimana teknologi digital berperan di tengah pandemi. Teknologi dapat menyiasati ruang gerak terbatas kita normal yang baru mulai dari sektor publik, kesehatan, hingga aktivitas sehari-hari. <U+2063><U+2063>Webinar ini akan diadakan secara TERBATAS di Zoom dan tayang secara LIVE lewat Youtube Jabar Digital Service. <U+2063><U+2063>Catat tanggalnya, ya!<U+2063>Jumat, 19 Juni 2020<U+2063>Pukul 15.30 - 17.00 WIB<U+2063><U+2063>Ayo segera reservasi melalui: bit.ly/TUV19TIKET — peserta yang mendapat slot di Zoom TERBATAS, lho!<U+2063><U+2063>#JabarDigitalService #TechUpdate #TechUpdateOnline #Webinar #workshopbandung #workshopgratis #webinargratis #techwebinar #civictech #govtech <U+2063>","webinargratis, govtech, workshopbandung, TechUpdateOnline, techwebinar, civictech, JabarDigitalService, TechUpdate, Webinar, workshopgratis",10,FALSE,NA,121,2,2
